52930;10;5;9;2;30
52929;17;23;27;16;29
52928;30;33;22;7;5
52927;7;13;6;21;22
52926;17;20;11;36;13
52925;5;29;7;15;14
52924;25;29;22;36;31
52923;28;19;23;33;14
52922;20;8;33;17;3
52921;36;21;18;35;11
52920;9;35;5;32;6
52919;5;24;36;14;34
52918;8;27;36;34;13
52917;9;15;28;27;10
52916;23;27;19;17;4
52915;32;35;21;8;36
52914;27;28;5;20;26
52913;29;24;13;2;26
52912;7;18;21;12;13
52911;17;16;27;8;19
52910;28;36;1;33;19
52909;36;9;8;20;30
52908;22;35;1;9;19
52907;9;21;4;13;10
52906;2;7;22;30;21
52905;17;14;7;3;10
52904;28;3;29;18;24
52903;24;28;34;10;33
52902;6;36;11;5;29
52901;35;24;14;34;30
52900;26;21;13;25;20
52899;9;7;2;16;12
52898;32;18;12;34;23
52897;25;17;24;6;21
52896;15;24;2;23;25
52895;31;33;29;36;17
52894;32;8;6;25;2
52893;7;24;27;32;20
52892;31;7;4;12;30
52891;21;1;18;4;36
52890;34;33;21;35;14
52889;33;23;11;10;22
52888;31;19;1;18;13
52887;14;25;9;12;36
52886;3;22;18;2;7
52885;13;14;18;31;32
52884;32;29;12;23;15
52883;17;19;14;34;13
52882;1;26;29;20;25
52881;29;8;12;7;30
52880;1;19;4;25;36
52879;12;25;2;32;18
52878;35;19;28;14;2
52877;29;35;23;17;24
52876;27;24;17;3;21
52875;8;27;25;26;23
52874;23;35;12;21;18
52873;9;5;13;32;14
52872;16;9;20;36;23
52871;31;17;1;32;34
52870;9;3;11;36;2
52869;14;26;6;2;5
52868;33;17;14;13;20
52867;25;3;15;27;2
52866;9;36;6;24;17
52865;11;12;26;7;19
52864;15;29;31;18;27
52863;11;5;31;26;27
52862;30;8;7;11;6
52861;16;12;4;34;3
52860;25;14;19;26;21
52859;21;13;22;26;34
52858;7;3;15;5;12
52857;9;11;3;19;5
52856;2;30;23;14;32
52855;30;14;7;26;25
52854;33;28;15;10;9
52853;13;29;36;35;1
52852;15;3;36;28;1
52851;28;16;7;12;34
52850;28;6;31;2;9
52849;4;13;5;33;9
52848;28;24;4;23;7
52847;36;22;26;27;33
52846;27;24;16;18;1
52845;7;17;33;24;9
52844;14;26;25;13;24
52843;15;29;12;5;3
52842;20;30;8;33;9
52841;34;13;29;7;12
52840;29;1;35;18;4
52839;11;14;13;2;25
52838;5;21;36;30;17
52837;16;31;30;14;22
52836;25;31;32;3;11
52835;31;26;17;18;25
52834;14;27;6;35;1
52833;16;31;25;21;15
52832;2;8;35;32;21
52831;13;31;5;4;35
52830;23;34;15;30;25
52829;17;8;27;30;9
52828;27;8;14;2;4
52827;9;33;14;35;27
52826;24;29;3;36;7
52825;11;32;30;1;7
52824;22;12;14;18;25
52823;29;36;9;24;5
52822;31;29;22;10;28
52821;34;10;2;33;8
52820;11;24;26;3;7
52819;9;12;2;32;31
52818;12;17;6;22;35
52817;10;25;13;33;20
52816;9;20;31;34;27
52815;34;19;16;22;31
52814;1;15;5;31;21
52813;26;30;29;23;20
52812;6;16;2;32;3
52811;28;10;25;13;26
52810;12;32;27;30;23
52809;7;1;6;15;17
52808;20;36;35;28;31
52807;3;2;33;28;31
52806;16;22;3;28;24
52805;3;1;22;13;17
52804;32;16;13;9;17
52803;5;4;25;15;35
52802;29;3;36;23;6
52801;28;19;13;10;24
52800;27;24;31;13;10
52799;11;17;29;4;9
52798;28;22;12;6;1
52797;18;22;27;29;33
52796;16;1;12;5;30
52795;1;11;29;18;22
52794;6;32;22;34;7
52793;28;20;5;12;25
52792;14;32;17;33;35
52791;1;11;21;4;10
52790;28;16;9;29;33
52789;10;27;1;5;34
52788;31;8;7;2;29
52787;18;15;28;4;5
52786;21;9;16;30;20
52785;32;3;6;7;16
52784;13;15;9;10;16
52783;35;13;26;24;28
52782;17;18;28;27;36
52781;17;5;9;27;30
52780;26;16;10;5;28
52779;3;35;30;32;10
52778;20;31;15;22;13
52777;29;11;20;15;35
52776;29;22;35;30;6
52775;12;24;20;16;32
52774;13;21;1;24;11
52773;18;6;4;33;16
52772;29;10;32;21;26
52771;34;4;8;21;16
52770;14;35;20;27;31
52769;13;19;24;3;15
52768;20;35;13;10;34
52767;22;5;27;31;29
52766;36;26;4;13;24
52765;28;23;13;20;34
52764;13;3;25;27;14
52763;29;15;1;22;26
52762;31;32;6;4;17
52761;19;17;34;29;5
52760;5;27;22;25;17
52759;18;19;13;29;3
52758;32;11;36;17;33
52757;36;19;31;29;17
52756;11;31;18;22;9
52755;10;13;30;28;6
52754;3;30;35;33;28
52753;22;26;8;6;31
52752;2;3;8;26;29
52751;31;12;27;16;6
52750;36;35;29;6;31
52749;1;10;32;31;28
52748;31;20;28;36;33
52747;10;36;4;33;13
52746;32;31;4;6;3
52745;24;6;22;19;4
52744;9;21;14;8;10
52743;13;34;1;15;25
52742;26;18;20;2;6
52741;8;11;19;16;18
52740;2;27;35;1;23
52739;19;30;3;26;16
52738;6;7;18;3;17
52737;11;2;21;17;8
52736;21;5;3;26;34
52735;16;13;17;28;26
52734;5;27;36;8;1
52733;36;1;6;26;29
52732;28;32;19;31;34
52731;15;11;22;3;4
52730;29;33;35;15;30
52729;26;18;27;28;22
52728;25;30;4;15;35
52727;7;28;13;27;30
52726;23;2;28;9;16
52725;22;33;30;27;13
52724;20;2;33;29;35
52723;19;20;11;22;16
52722;4;25;28;10;27
52721;28;19;22;17;32
52720;5;12;10;20;35
52719;2;32;24;18;19
52718;12;7;32;30;26
52717;16;26;19;5;27
52716;4;8;32;5;11
52715;5;35;18;20;11
52714;8;9;13;27;23
52713;15;34;31;35;30
52712;36;35;8;3;25
52711;19;28;32;5;18
52710;22;13;24;35;29
52709;3;24;1;14;4
52708;23;13;33;3;19
52707;2;28;9;27;31
52706;34;4;12;10;5
52705;25;20;10;32;34
52704;24;30;14;11;4
52703;25;22;34;30;13
52702;25;6;10;21;19
52701;36;26;11;4;21
52700;20;4;1;13;10
52699;35;6;9;4;3
52698;10;9;36;30;34
52697;24;33;25;30;16
52696;31;3;25;5;22
52695;9;23;30;5;6
52694;3;1;24;19;32
52693;11;21;24;12;34
52692;34;4;15;32;36
52691;36;4;25;1;22
52690;1;5;26;35;13
52689;6;30;27;12;15
52688;27;3;17;23;24
52687;3;25;4;16;1
52686;12;23;9;10;19
52685;34;22;33;12;2
52684;26;2;32;24;14
52683;30;1;2;18;19
52682;11;21;17;3;9
52681;10;21;32;28;17
52680;32;31;5;6;14
52679;36;11;9;6;22
52678;10;35;12;22;15
52677;22;25;18;3;34
52676;14;8;15;29;3
52675;21;10;29;30;9
52674;25;3;7;11;21
52673;9;8;18;22;15
52672;33;14;1;6;26
52671;15;18;10;31;14
52670;16;14;18;29;25
52669;33;6;26;29;8
52668;10;34;22;28;33
52667;11;3;15;5;36
52666;21;15;12;32;34
52665;18;20;31;7;28
52664;33;13;16;8;7
52663;5;32;2;8;17
52662;26;17;13;11;28
52661;8;15;11;29;36
52660;7;33;28;29;17
52659;11;36;13;28;1
52658;16;5;9;33;24
52657;20;14;27;1;28
52656;33;35;8;25;10
52655;4;26;30;21;13
52654;35;7;20;19;8
52653;22;7;8;33;36
52652;7;13;6;19;32
52651;36;19;27;20;3
52650;13;29;26;10;25
52649;26;29;4;24;25
52648;36;31;30;15;19
52647;17;12;28;7;36
52646;21;29;25;33;1
52645;33;11;20;8;30
52644;13;10;33;25;20
52643;1;33;20;32;31
52642;22;7;6;12;36
52641;22;23;15;30;17
52640;26;17;24;3;25
52639;32;2;29;16;21
52638;12;25;22;27;10
52637;28;21;29;11;34
52636;5;20;26;35;1
52635;5;9;21;33;19
52634;34;35;24;1;23
52633;12;5;28;17;25
52632;5;24;28;17;14
52631;29;24;8;33;7
52630;10;5;14;7;8
52629;32;2;23;35;28
52628;25;5;14;13;24
52627;13;35;16;28;32
52626;8;29;1;34;13
52625;6;33;1;29;8
52624;34;11;23;24;17
52623;7;13;21;36;9
52622;26;10;34;15;23
52621;23;11;21;17;31
52620;34;26;35;5;17
52619;13;33;18;2;30
52618;5;31;4;25;26
52617;7;12;4;21;22
52616;5;12;14;26;25
52615;8;20;18;22;36
52614;36;14;11;16;26
52613;36;15;25;9;21
52612;1;14;7;16;13
52611;7;13;8;22;10
52610;15;25;17;19;6
52609;1;33;8;36;30
52608;6;7;12;9;13
52607;15;1;16;34;22
52606;26;20;3;6;15
52605;16;29;30;10;33
52604;2;16;20;32;28
52603;31;7;33;29;36
52602;31;18;7;12;5
52601;9;29;28;31;36
52600;28;34;5;7;32
52599;24;21;10;3;13
52598;32;33;19;16;17
52597;25;18;8;2;30
52596;16;13;26;4;3
52595;7;8;10;24;17
52594;5;18;4;34;15
52593;20;17;23;31;19
52592;30;5;11;12;19
52591;32;30;5;26;36
52590;7;19;23;3;1
52589;8;31;13;29;6
52588;21;17;3;15;36
52587;30;15;5;12;18
52586;17;13;5;19;36
52585;32;24;29;11;23
52584;35;23;4;21;14
52583;33;6;27;4;12
52582;28;35;26;15;22
52581;34;18;3;23;17
52580;22;32;6;35;25
52579;21;2;16;30;29
52578;29;3;8;10;27
52577;23;8;11;25;10
52576;2;22;1;3;10
52575;10;26;24;17;32
52574;34;3;19;35;36
52573;9;21;6;36;13
52572;30;12;35;13;4
52571;34;23;31;28;24
52570;14;30;9;26;19
52569;27;16;7;14;26
52568;19;24;11;18;35
52567;16;32;7;25;26
52566;33;13;35;31;25
52565;31;28;11;7;29
52564;22;25;36;4;19
52563;3;1;2;31;14
52562;35;3;29;24;15
52561;7;27;11;17;9
52560;24;5;26;3;22
52559;22;19;21;14;5
52558;1;18;27;35;33
52557;2;1;27;31;32
52556;32;16;28;21;19
52555;29;16;36;7;15
52554;6;23;34;18;35
52553;18;11;29;24;7
52552;32;6;20;23;13
52551;16;32;26;17;12
52550;32;25;28;21;8
52549;34;2;3;10;12
52548;32;2;28;20;23
52547;26;10;34;4;18
52546;22;31;19;6;25
52545;26;22;2;27;31
52544;16;7;25;34;32
52543;4;8;24;17;27
52542;10;25;11;20;7
52541;6;20;21;1;23
52540;23;9;13;7;15
52539;33;19;30;10;21
52538;19;17;15;2;20
52537;30;23;20;12;35
52536;36;25;9;20;16
52535;28;14;26;17;36
52534;27;18;7;29;32
52533;30;19;15;24;3
52532;2;23;28;15;1
52531;29;20;14;5;15
52530;18;30;33;24;3
52529;3;1;9;25;23
52528;8;16;27;6;18
52527;12;6;27;16;30
52526;1;35;8;30;36
52525;6;36;11;12;8
52524;18;35;22;33;3
52523;6;24;22;14;31
52522;22;35;17;33;5
52521;30;26;33;31;18
52520;23;11;17;26;28
52519;23;17;15;4;14
52518;21;11;6;36;17
52517;5;21;13;8;20
52516;19;23;31;27;35
52515;36;18;6;34;4
52514;29;23;26;4;22
52513;16;36;7;13;19
52512;3;29;2;23;7
52511;17;22;5;27;3
52510;13;18;4;36;15
52509;16;3;29;17;12
52508;20;28;18;4;33
52507;25;33;32;14;10
52506;3;19;36;18;2
52505;7;25;9;36;23
52504;15;32;4;31;24
52503;13;14;32;15;10
52502;28;33;13;35;31
52501;9;12;28;34;26
52500;32;21;26;28;16
52499;26;36;21;28;24
52498;36;30;7;8;35
52497;21;31;14;25;5
52496;5;28;22;21;24
52495;33;27;28;19;3
52494;22;8;6;34;10
52493;18;29;17;25;33
52492;26;28;18;12;27
52491;32;13;1;31;36
52490;14;31;36;22;30
52489;20;5;9;25;33
52488;33;16;10;32;7
52487;2;27;23;12;25
52486;9;27;14;8;25
52485;20;12;9;2;30
52484;5;31;28;26;22
52483;36;15;14;32;1
52482;1;11;4;19;30
52481;33;25;11;30;6
52480;17;35;18;25;13
52479;15;2;3;35;4
52478;1;7;36;12;27
52477;33;5;35;32;3
52476;31;33;22;8;17
52475;29;6;36;30;18
52474;9;14;35;23;29
52473;4;12;27;17;19
52472;12;16;5;13;24
52471;17;8;29;16;30
52470;21;14;2;18;36
52469;8;32;9;24;11
52468;2;20;21;32;8
52467;17;22;18;32;34
52466;1;27;14;12;5
52465;17;29;28;19;36
52464;19;33;9;18;29
52463;4;27;11;22;26
52462;8;20;11;18;23
52461;13;19;21;18;11
52460;11;26;15;32;14
52459;5;22;2;20;13
52458;21;36;5;9;17
52457;10;19;20;17;12
52456;19;12;5;25;31
52455;22;32;26;3;28
52454;5;31;2;36;17
52453;5;3;15;16;24
52452;4;33;20;19;16
52451;13;11;12;30;21
52450;30;23;6;13;5
52449;20;13;23;25;5
52448;17;2;3;30;29
52447;9;7;10;21;13
52446;17;33;10;22;29
52445;35;3;27;20;31
52444;15;1;25;24;16
52443;23;4;21;30;19
52442;4;21;11;9;7
52441;16;3;20;5;36
52440;14;25;22;11;21
52439;36;3;10;4;24
52438;34;15;13;4;16
52437;15;28;4;27;17
52436;30;31;9;7;20
52435;27;10;7;35;30
52434;21;34;33;2;6
52433;23;20;11;3;34
52432;3;16;6;7;20
52431;23;25;20;12;11
52430;4;26;12;23;7
52429;25;32;6;22;8
52428;35;8;26;32;17
52427;11;2;14;12;28
52426;30;24;16;27;33
52425;3;33;5;35;32
52424;17;14;11;23;19
52423;29;19;11;22;31
52422;10;29;8;28;33
52421;19;30;13;10;31
52420;6;33;5;3;13
52419;34;25;24;2;15
52418;29;22;16;14;13
52417;23;12;33;32;27
52416;36;19;33;2;26
52415;24;6;34;4;19
52414;17;12;28;1;19
52413;9;1;35;19;25
52412;31;6;34;13;18
52411;26;27;22;10;25
52410;23;33;15;7;30
52409;26;25;16;21;22
52408;15;31;24;36;13
52407;5;14;3;15;31
52406;35;8;22;34;28
52405;7;14;35;20;10
52404;22;24;5;13;4
52403;33;10;27;5;35
52402;31;4;2;29;3
52401;23;4;5;27;31
52400;13;9;36;27;14
52399;17;32;24;34;31
52398;35;2;26;36;1
52397;35;11;28;5;23
52396;10;20;33;13;11
52395;1;12;2;11;26
52394;1;26;24;18;33
52393;6;25;4;12;11
52392;4;3;11;28;29
52391;7;32;18;9;3
52390;24;25;23;26;15
52389;36;29;9;13;16
52388;6;7;29;9;1
52387;28;6;14;34;15
52386;29;1;12;9;28
52385;28;25;6;13;8
52384;17;34;23;16;10
52383;36;27;13;2;21
52382;16;10;12;13;34
52381;33;3;6;28;13
52380;14;17;32;6;24
52379;36;9;5;33;7
52378;36;2;13;34;32
52377;29;20;36;24;32
52376;31;29;7;19;14
52375;33;24;22;14;31
52374;21;4;8;19;31
52373;34;3;30;33;28
52372;25;14;22;11;31
52371;33;26;3;20;18
52370;27;30;16;31;2
52369;25;22;11;14;18
52368;33;6;24;9;4
52367;29;13;30;16;21
52366;30;3;17;33;12
52365;24;32;26;22;35
52364;32;3;10;33;1
52363;3;14;24;6;2
52362;4;36;30;33;8
52361;6;30;27;13;36
52360;21;36;28;1;11
52359;20;25;19;32;18
52358;8;11;27;15;10
52357;17;24;35;3;34
52356;8;27;17;26;10
52355;22;23;4;29;19
52354;34;27;20;1;12
52353;32;34;19;4;5
52352;34;15;21;3;19
52351;33;9;8;13;21
52350;14;23;2;26;32
52349;31;16;2;20;3
52348;31;36;34;18;30
52347;26;13;29;12;35
52346;6;1;33;22;34
52345;13;5;22;1;17
52344;7;28;35;29;5
52343;17;11;1;4;31
52342;18;11;35;20;14
52341;17;34;8;22;10
52340;3;17;31;36;27
52339;16;7;14;4;23
52338;12;15;20;31;22
52337;23;27;6;4;36
52336;31;3;11;24;18
52335;19;8;17;14;27
52334;21;7;29;22;30
52333;15;9;5;27;2
52332;9;14;12;3;31
52331;32;16;21;17;3
52330;3;31;6;21;10
52329;12;22;27;35;36
52328;33;25;12;7;16
52327;5;20;24;23;18
52326;29;33;15;1;27
52325;36;22;1;3;17
52324;11;27;32;17;1
52323;24;11;34;2;22
52322;34;24;19;10;16
52321;16;30;14;2;12
52320;28;30;35;26;22
52319;4;23;3;28;32
52318;24;30;22;21;4
52317;17;36;30;16;6
52316;31;22;25;29;28
52315;18;16;23;13;26
52314;12;34;27;10;20
52313;16;22;19;12;34
52312;1;8;5;13;27
52311;33;35;6;23;24
52310;5;10;3;1;17
52309;36;12;23;31;32
52308;7;14;34;3;27
52307;8;16;7;4;14
52306;1;8;32;10;15
52305;7;1;12;27;30
52304;11;14;33;26;5
52303;18;29;21;8;23
52302;9;29;34;16;6
52301;2;12;4;10;19
52300;6;10;35;16;27
52299;6;3;23;1;30
52298;27;35;12;31;14
52297;27;36;10;20;19
52296;16;31;5;20;8
52295;24;31;16;19;9
52294;17;5;29;2;11
52293;35;30;18;31;2
52292;32;5;16;27;29
52291;25;24;19;15;30
52290;23;18;6;35;26
52289;30;23;7;19;29
52288;21;15;23;9;28
52287;5;32;6;23;20
52286;26;28;17;33;15
52285;17;10;4;28;8
52284;33;14;25;16;22
52283;2;3;12;25;27
52282;3;16;2;14;22
52281;14;15;22;31;33
52280;32;5;8;7;17
52279;33;5;21;9;6
52278;4;10;14;16;5
52277;33;7;8;22;23
52276;11;26;3;8;25
52275;32;27;26;31;15
52274;26;29;15;1;23
52273;6;31;29;21;25
52272;33;9;30;4;24
52271;6;30;3;22;14
52270;35;28;12;22;32
52269;34;21;31;8;20
52268;35;12;20;22;15
52267;9;28;2;22;26
52266;11;26;27;30;24
52265;12;6;21;7;35
52264;2;29;10;22;32
52263;32;33;28;12;20
52262;17;20;30;5;32
52261;34;18;8;25;3
52260;2;5;15;19;6
52259;28;8;1;13;32
52258;33;1;8;10;34
52257;21;29;32;34;2
52256;35;21;8;12;13
52255;14;3;28;24;9
52254;25;15;27;7;20
52253;30;8;14;25;4
52252;7;32;4;15;28
52251;36;26;13;5;14
52250;20;15;17;29;3
52249;35;6;23;10;31
52248;7;14;16;13;17
52247;29;6;4;13;14
52246;34;35;14;18;19
52245;17;5;36;29;26
52244;33;15;3;35;20
52243;26;32;20;9;27
52242;32;23;16;15;30
52241;34;3;24;36;7
52240;17;30;24;18;15
52239;5;26;33;35;30
52238;34;17;20;27;32
52237;19;31;2;26;6
52236;11;19;26;20;18
52235;9;18;12;15;31
52234;24;35;3;23;2
52233;34;33;9;15;36
52232;26;2;18;7;31
52231;4;34;1;14;16
52230;19;20;17;28;31
52229;33;17;21;19;14
52228;28;2;22;23;33
52227;23;8;17;9;26
52226;8;20;32;24;19
52225;31;15;30;20;7
52224;14;9;2;6;8
52223;14;15;28;27;4
52222;15;30;7;34;5
52221;29;7;31;2;25
52220;12;32;27;10;25
52219;26;13;30;24;14
52218;2;31;7;10;34
52217;24;14;23;31;26
52216;1;14;34;20;19
52215;9;13;32;17;19
52214;31;6;18;19;26
52213;15;13;9;6;17
52212;26;21;35;6;30
52211;3;30;33;17;18
52210;3;20;12;23;16
52209;14;11;33;1;22
52208;24;29;19;18;35
52207;15;10;8;26;36
52206;10;6;8;9;22
52205;25;3;17;16;32
52204;3;15;32;36;19
52203;13;22;7;14;30
52202;19;10;3;30;14
52201;32;14;2;29;22
52200;18;2;21;16;34
52199;33;17;13;28;6
52198;35;29;5;13;30
52197;24;31;17;2;1
52196;26;21;13;25;16
52195;26;36;16;25;3
52194;12;20;28;14;18
52193;23;8;35;27;32
52192;20;13;26;28;36
52191;21;1;23;7;16
52190;33;16;24;35;34
52189;12;17;30;4;24
52188;12;31;33;1;17
52187;34;25;27;2;4
52186;8;12;5;22;27
52185;30;15;16;31;29
52184;36;31;29;20;18
52183;14;21;13;18;31
52182;2;21;19;12;9
52181;10;27;32;5;26
52180;36;10;28;16;13
52179;28;23;12;15;20
52178;25;35;13;9;19
52177;25;10;17;13;1
52176;32;17;9;10;27
52175;26;15;34;27;7
52174;31;25;8;36;33
52173;26;24;28;16;3
52172;5;6;3;36;11
52171;24;9;6;21;28
52170;11;2;5;22;16
52169;28;34;24;7;32
52168;19;36;9;23;3
52167;26;6;4;15;3
52166;23;29;10;35;18
52165;6;26;33;10;15
52164;19;16;21;4;26
52163;11;35;34;32;18
52162;6;33;11;26;35
52161;11;3;7;23;14
